                ****************************************
                                VPA-2BOX                
                BOOTSTRAP ESTIMATES OF BIAS AND VARIANCE
                ****************************************


BFT East 55-06 test                               
12:14, 16 September 2010


 *************************************************
 BIAS AND STANDARD ERROR ESTIMATES
 *************************************************


TABLE 1A. BIAS OF FISHING MORTALITY RATE FOR EAST OF 45                                        
=============================================================================
        1      2      3      4      5      6      7      8      9     10
-----------------------------------------------------------------------------
    9   1960   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1961   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1962   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1963   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1964   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1965   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1966   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1967   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1968   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1969   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1970   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1971   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1972   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1973   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1974   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1975   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1976   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1977   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1978   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1979   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1980   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1981   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1982   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1983   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1984   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1985   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1986   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1987   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1988   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1989   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1990   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1991   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1992   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1993   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1994   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1995   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1996   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1997   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1998   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1999   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2000   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2001   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2002   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2003   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2004   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2005   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2006   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2007   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2008   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   2009   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
   10   1950   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1951   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1952   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1953   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1954   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1955   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1956   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1957   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1958   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1959   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1960   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1961   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1962   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1963   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1964   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1965   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1966   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1967   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1968   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1969   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1970   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1971   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1972   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1973   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1974   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1975   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1976   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1977   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1978   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1979   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1980   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1981   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1982   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1983   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1984   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1985   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1986   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1987   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1988   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1989   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1990   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1991   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1992   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1993   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1994   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1995   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1996   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1997   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1998   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   1999   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2000   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2001   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2002   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2003   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2004   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2005   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2006   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2007   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2008   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   10   2009   0.517E-07  0.521E-07 -0.544E-08  0.526E-08  10.1
   11   1950   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1951   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1952   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1953   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1954   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1955   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1956   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1957   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1958   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1959   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1960   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1961   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1962   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1963   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1964   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1965   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1966   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1967   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1968   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1969   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1970   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1971   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1972   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1973   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1974   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1975   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1976   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1977   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1978   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1979   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1980   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1981   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1982   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1983   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1984   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1985   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1986   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1987   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1988   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1989   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1990   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1991   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1992   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1993   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1994   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1995   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1996   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1997   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1998   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   1999   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2000   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2001   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2002   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2003   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2004   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2005   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2006   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2007   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2008   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   11   2009   0.563E-08  0.575E-08 -0.133E-08  0.959E-09  16.7
   12   1950   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1951   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1952   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1953   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1954   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1955   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1956   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1957   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1958   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1959   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1960   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1961   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1962   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1963   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1964   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1965   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1966   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1967   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1968   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1969   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1970   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1971   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1972   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1973   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1974   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1975   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1976   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1977   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1978   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1979   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1980   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1981   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1982   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1983   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1984   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1985   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1986   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1987   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1988   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1989   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1990   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1991   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1992   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1993   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1994   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1995   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1996   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1997   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1998   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   1999   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2000   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2001   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2002   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2003   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2004   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2005   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2006   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2007   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2008   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
   12   2009   0.135E-05  0.140E-05 -0.687E-07  0.149E-06  10.6
 


 *************************************************
 CORRELATION AND COVARIANCE MATRICES OF PARAMETERS
 *************************************************


TABLE 2A. CORRELATION MATRIX
==========================================================  
          1    2    3    4    5    6    7    8    9   10
    1 :  1.0
    2 :  1.0  1.0
    3 :  1.0  1.0  1.0
    4 :  0.9  1.0  1.0  1.0
    5 :  0.9  0.9  0.9  1.0  1.0
    6 :  0.7  0.8  0.8  0.8  0.9  1.0
    7 :  0.6  0.6  0.7  0.6  0.7  0.9  1.0
    8 :  0.3  0.4  0.5  0.4  0.5  0.6  0.8  1.0
    9 : -0.1  0.0  0.1  0.0  0.0  0.1  0.3  0.7  1.0
   10 :  0.0  0.0  0.0  0.0  0.0  0.0 -0.1  0.0  0.1  1.0
 
 
TABLE 2B. COVARIANCE MATRIX
=========================================================================================================================================      
              1            2            3            4            5            6            7            8            9           10
    1 :   0.5492D-05
    2 :   0.2506D-03   0.1211D-01
    3 :   0.1116D-03   0.5487D-02   0.2511D-02
    4 :   0.2828D-03   0.1414D-01   0.6434D-02   0.1746D-01
    5 :   0.1343D-03   0.6824D-02   0.3116D-02   0.8357D-02   0.4416D-02
    6 :   0.6872D-04   0.3603D-02   0.1661D-02   0.4369D-02   0.2423D-02   0.1613D-02
    7 :   0.6865D-04   0.3740D-02   0.1760D-02   0.4374D-02   0.2523D-02   0.1878D-02   0.2775D-02
    8 :   0.2850D-04   0.1852D-02   0.9539D-03   0.2016D-02   0.1266D-02   0.1040D-02   0.1789D-02   0.1735D-02
    9 :  -0.4325D-05   0.5186D-04   0.1212D-03  -0.1689D-03   0.7246D-05   0.1044D-03   0.3809D-03   0.7365D-03   0.6670D-03
   10 :  -0.8193D-06   0.1169D-03   0.8589D-04   0.1835D-03  -0.5247D-04  -0.1750D-03  -0.2525D-03   0.4541D-04   0.2352D-03   0.8096D-02
 
 
